category	evidence	address	type	mangled	demangled
lock-screen	D2	0010000000d1f9c8	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.activeAutoUnlockOverlayAssertion	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".activeAutoUnlockOverlayAssertion"
lock-screen	D2	0010000000d1f9d0	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.relockOverlaySettlingAssertion	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".relockOverlaySettlingAssertion"
lock-screen	D2	0010000000d1f9d8	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.relockOverlaySettleObservation	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".relockOverlaySettleObservation"
lock-screen	D2	0010000000d1f9e0	s	OBJC_IVAR_$__TtC11ComputerUse29LockScreenGuardianCoordinator.relockOverlaySettlingCompletions	OBJC_IVAR_$_ComputerUse.LockScreenGuardianCoordinator with unmangled suffix ".relockOverlaySettlingCompletions"
lock-screen	D2	0010000000d1fae8	s	OBJC_IVAR_$__TtC11ComputerUse35LockScreenLoginAuthorizationAttempt.onResolution	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationAttempt with unmangled suffix ".onResolution"
lock-screen	D2	0010000000d1faf0	s	OBJC_IVAR_$__TtC11ComputerUse35LockScreenLoginAuthorizationAttempt.resolution	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationAttempt with unmangled suffix ".resolution"
lock-screen	D2	0010000000d1faf8	s	OBJC_IVAR_$__TtC11ComputerUse35LockScreenLoginAuthorizationAttempt.waiters	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationAttempt with unmangled suffix ".waiters"
lock-screen	D2	0010000000d1fb30	s	OBJC_IVAR_$__TtC11ComputerUse34LockScreenLoginAuthorizationBroker.activeAttempt	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationBroker with unmangled suffix ".activeAttempt"
lock-screen	D2	0010000000d1fb78	s	OBJC_IVAR_$__TtC11ComputerUse40LockScreenLoginAuthorizationSocketServer.socketPath	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationSocketServer with unmangled suffix ".socketPath"
lock-screen	D2	0010000000d1fb80	s	OBJC_IVAR_$__TtC11ComputerUse40LockScreenLoginAuthorizationSocketServer.loginAuthorizationBroker	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationSocketServer with unmangled suffix ".loginAuthorizationBroker"
lock-screen	D2	0010000000d1fb88	s	OBJC_IVAR_$__TtC11ComputerUse40LockScreenLoginAuthorizationSocketServer.listenerSocket	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationSocketServer with unmangled suffix ".listenerSocket"
lock-screen	D2	0010000000d1fb90	s	OBJC_IVAR_$__TtC11ComputerUse40LockScreenLoginAuthorizationSocketServer.listenerSource	OBJC_IVAR_$_ComputerUse.LockScreenLoginAuthorizationSocketServer with unmangled suffix ".listenerSource"
lock-screen	D2	0010000000d20e68	s	OBJC_IVAR_$__TtC11ComputerUse26SystemLockScreenController.timeout	OBJC_IVAR_$_ComputerUse.SystemLockScreenController with unmangled suffix ".timeout"
lock-screen	D2	0010000000d20e70	s	OBJC_IVAR_$__TtC11ComputerUse26SystemLockScreenController.pollInterval	OBJC_IVAR_$_ComputerUse.SystemLockScreenController with unmangled suffix ".pollInterval"
lock-screen	D2	0010000000d20e78	s	OBJC_IVAR_$__TtC11ComputerUse26SystemLockScreenController.submitDelay	OBJC_IVAR_$_ComputerUse.SystemLockScreenController with unmangled suffix ".submitDelay"
lock-screen	D2	0010000000d20e80	s	OBJC_IVAR_$__TtC11ComputerUse26SystemLockScreenController.verificationDelay	OBJC_IVAR_$_ComputerUse.SystemLockScreenController with unmangled suffix ".verificationDelay"
lock-screen	D2	0010000000d20e88	s	OBJC_IVAR_$__TtC11ComputerUse26SystemLockScreenController.loginAuthorizationBrokerFactory	OBJC_IVAR_$_ComputerUse.SystemLockScreenController with unmangled suffix ".loginAuthorizationBrokerFactory"
lock-screen	D2	0010000000d20e90	s	OBJC_IVAR_$__TtC11ComputerUse26SystemLockScreenController.accessibilityInteractor	OBJC_IVAR_$_ComputerUse.SystemLockScreenController with unmangled suffix ".accessibilityInteractor"
lock-screen	D2	0010000000d20f00	s	OBJC_IVAR_$__TtC11ComputerUse23SystemLockScreenMonitor.lockUISettleDelay	OBJC_IVAR_$_ComputerUse.SystemLockScreenMonitor with unmangled suffix ".lockUISettleDelay"
lock-screen	D2	0010000000d20f08	s	OBJC_IVAR_$__TtC11ComputerUse23SystemLockScreenMonitor.lockUIFallbackDelay	OBJC_IVAR_$_ComputerUse.SystemLockScreenMonitor with unmangled suffix ".lockUIFallbackDelay"
lock-screen	D2	0010000000d20f10	s	OBJC_IVAR_$__TtC11ComputerUse23SystemLockScreenMonitor.observers	OBJC_IVAR_$_ComputerUse.SystemLockScreenMonitor with unmangled suffix ".observers"
lock-screen	D2	0010000000d20f18	s	OBJC_IVAR_$__TtC11ComputerUse23SystemLockScreenMonitor.previousState	OBJC_IVAR_$_ComputerUse.SystemLockScreenMonitor with unmangled suffix ".previousState"
lock-screen	D2	0010000000d20f20	s	OBJC_IVAR_$__TtC11ComputerUse23SystemLockScreenMonitor.onLockStateChanged	OBJC_IVAR_$_ComputerUse.SystemLockScreenMonitor with unmangled suffix ".onLockStateChanged"
lock-screen	D2	0010000000d20f48	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.lockUISettleDelay	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".lockUISettleDelay"
lock-screen	D2	0010000000d20f50	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.fallbackDelay	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".fallbackDelay"
lock-screen	D2	0010000000d20f58	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.onSettled	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".onSettled"
lock-screen	D2	0010000000d20f60	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.observers	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".observers"
lock-screen	D2	0010000000d20f68	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.fallbackTask	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".fallbackTask"
lock-screen	D2	0010000000d20f70	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.completionTask	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".completionTask"
lock-screen	D2	0010000000d20f78	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.hasObservedLockUI	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".hasObservedLockUI"
lock-screen	D2	0010000000d20f80	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.hasCompleted	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".hasCompleted"
lock-screen	D2	0010000000d20f88	s	OBJC_IVAR_$__TtC11ComputerUseP33_90576DB4181ED9777FFF93EBE973C31133SystemLockScreenSettleObservation.isCancelled	OBJC_IVAR_$_ComputerUse.(SystemLockScreenSettleObservation in _90576DB4181ED9777FFF93EBE973C311) with unmangled suffix ".isCancelled"
lock-screen	D2	0010000000d21010	s	OBJC_IVAR_$__TtC11ComputerUse32SystemLockScreenOverlayPresenter.windows	OBJC_IVAR_$_ComputerUse.SystemLockScreenOverlayPresenter with unmangled suffix ".windows"
lock-screen	D2	0010000000d21018	s	OBJC_IVAR_$__TtC11ComputerUse32SystemLockScreenOverlayPresenter.wallpaperMonitoringCancellables	OBJC_IVAR_$_ComputerUse.SystemLockScreenOverlayPresenter with unmangled suffix ".wallpaperMonitoringCancellables"
lock-screen	D2	0010000000d21020	s	OBJC_IVAR_$__TtC11ComputerUse32SystemLockScreenOverlayPresenter.screenObserver	OBJC_IVAR_$_ComputerUse.SystemLockScreenOverlayPresenter with unmangled suffix ".screenObserver"
lock-screen	D2	0010000000d21028	s	OBJC_IVAR_$__TtC11ComputerUse32SystemLockScreenOverlayPresenter.cachedProfileImage	OBJC_IVAR_$_ComputerUse.SystemLockScreenOverlayPresenter with unmangled suffix ".cachedProfileImage"
lock-screen	D2	0010000000d21030	s	OBJC_IVAR_$__TtC11ComputerUse32SystemLockScreenOverlayPresenter.hasLoadedProfileImage	OBJC_IVAR_$_ComputerUse.SystemLockScreenOverlayPresenter with unmangled suffix ".hasLoadedProfileImage"
lock-screen	D2	0010000000d210a8	s	OBJC_IVAR_$__TtC11ComputerUse36SystemLockScreenPhysicalInputMonitor.monitorCancellable	OBJC_IVAR_$_ComputerUse.SystemLockScreenPhysicalInputMonitor with unmangled suffix ".monitorCancellable"
lock-screen	D2	0010000000d210b0	s	OBJC_IVAR_$__TtC11ComputerUse36SystemLockScreenPhysicalInputMonitor.currentProcessID	OBJC_IVAR_$_ComputerUse.SystemLockScreenPhysicalInputMonitor with unmangled suffix ".currentProcessID"
lock-screen	D2	0010000000fa07b0	s	OBJC_IVAR_$__TtC18Codex_Computer_UseP33_A4D9FA77DAD939F6643E12CC29B177B243CUALockScreenGuardianClientCallbackReceiver.onPhysicalInput	OBJC_IVAR_$_Codex_Computer_Use.(CUALockScreenGuardianClientCallbackReceiver in _A4D9FA77DAD939F6643E12CC29B177B2) with unmangled suffix ".onPhysicalInput"
pip	D2	0000000100006728	T	$s11ComputerUse28RemoteHostedPIPContentStreamC15nextOperationID031_27C9D88686C0B1E7D2EFB4DB14F884N0LLs6UInt64Vvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentStream.(nextOperationID in _27C9D88686C0B1E7D2EFB4DB14F884E7) : Swift.UInt64
pip	D2	000000010000d240	T	$s11ComputerUse28RemoteHostedPIPContentStreamC11isPublishedSbvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentStream.isPublished : Swift.Bool
pip	D2	000000010004f3a4	T	$s11ComputerUse28RemoteHostedPIPContentStreamC13actionHandlerSbAA0cdE6ActionOcSgvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentStream.actionHandler : ((ComputerUse.RemoteHostedPIPContentAction) -> Swift.Bool)?
pip	D2	000000010004f518	T	$s11ComputerUse28RemoteHostedPIPContentStreamC03endF11TimeoutTask031_27C9D88686C0B1E7D2EFB4DB14F884N0LLScTyyts5NeverOGSgvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentStream.(endStreamTimeoutTask in _27C9D88686C0B1E7D2EFB4DB14F884E7) : Swift.Task<(), Swift.Never>?
pip	D2	000000010004fb4c	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC8listener33_8A92BAF22F2F5D5027D4CF99AD058B29LLSo13NSXPCListenerCvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentPublisher.(listener in _8A92BAF22F2F5D5027D4CF99AD058B29) : __C.NSXPCListener
pip	D2	000000010004fb78	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC14operationQueue33_8A92BAF22F2F5D5027D4CF99AD058B29LL0aB6Client011AsyncSerialH0Cvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentPublisher.(operationQueue in _8A92BAF22F2F5D5027D4CF99AD058B29) : ComputerUseClient.AsyncSerialQueue
pip	D2	000000010004fbac	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC08computerB14CursorLocation33_8A92BAF22F2F5D5027D4CF99AD058B29LLSo7CGPointV5point_Sb8isActivetSgvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentPublisher.(computerUseCursorLocation in _8A92BAF22F2F5D5027D4CF99AD058B29) : (point: __C.CGPoint, isActive: Swift.Bool)?
pip	D2	000000010004fbbc	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC23streamsByPresentationID33_8A92BAF22F2F5D5027D4CF99AD058B29LLSDySSAA0cdE6StreamCGvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentPublisher.(streamsByPresentationID in _8A92BAF22F2F5D5027D4CF99AD058B29) : [Swift.String : ComputerUse.RemoteHostedPIPContentStream]
pip	D2	000000010004fbc8	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC14maxDisplaySize33_8A92BAF22F2F5D5027D4CF99AD058B29LL12CoreGraphics7CGFloatVvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentPublisher.(maxDisplaySize in _8A92BAF22F2F5D5027D4CF99AD058B29) : CoreGraphics.CGFloat
pip	D2	000000010004fbd4	T	$s11ComputerUse28RemoteHostedPIPContentStreamC4size031_27C9D88686C0B1E7D2EFB4DB14F884L0LLSo6CGSizeVvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentStream.(size in _27C9D88686C0B1E7D2EFB4DB14F884E7) : __C.CGSize
pip	D2	000000010004fbe4	T	$s11ComputerUse28RemoteHostedPIPContentStreamC18focusRestoreTarget031_27C9D88686C0B1E7D2EFB4DB14F884N0LLAC05FocushI0AELLVSgvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentStream.(focusRestoreTarget in _27C9D88686C0B1E7D2EFB4DB14F884E7) : ComputerUse.RemoteHostedPIPContentStream.(FocusRestoreTarget in _27C9D88686C0B1E7D2EFB4DB14F884E7)?
pip	D2	0000000100052620	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC29endingStreamsByPresentationID33_8A92BAF22F2F5D5027D4CF99AD058B29LLSDySSAA0cdE6StreamCGvpfi	variable initialization expression of ComputerUse.RemoteHostedPIPContentPublisher.(endingStreamsByPresentationID in _8A92BAF22F2F5D5027D4CF99AD058B29) : [Swift.String : ComputerUse.RemoteHostedPIPContentStream]
pip	D1	000000010008d18c	T	$s11ComputerUse31RemoteHostedPIPContentPublisherCACycfC	ComputerUse.RemoteHostedPIPContentPublisher.__allocating_init() -> ComputerUse.RemoteHostedPIPContentPublisher
pip	D1	0000000100177d9c	T	$s11ComputerUse0aB15PIPWindowLookupO13windowElement3pid0E2IDSo14AXUIElementRefaSgs5Int32V_s6UInt32VtFZ	static ComputerUse.ComputerUsePIPWindowLookup.windowElement(pid: Swift.Int32, windowID: Swift.UInt32) -> __C.AXUIElementRef?
pip	D1	0000000100177dec	T	$s11ComputerUse0aB15PIPWindowLookupO6window3pid0E2ID20AccessibilitySupport15WindowUIElementVSgs5Int32V_s6UInt32VtFZ	static ComputerUse.ComputerUsePIPWindowLookup.window(pid: Swift.Int32, windowID: Swift.UInt32) -> AccessibilitySupport.WindowUIElement?
pip	D1	0000000100177df0	T	$s11ComputerUse0aB15PIPWindowLookupO13windowElement3pid0E2ID5frame5titleSo14AXUIElementRefaSgs5Int32V_s6UInt32VSo6CGRectVSSSgtFZ	static ComputerUse.ComputerUsePIPWindowLookup.windowElement(pid: Swift.Int32, windowID: Swift.UInt32, frame: __C.CGRect, title: Swift.String?) -> __C.AXUIElementRef?
pip	D1	0000000100177e40	T	$s11ComputerUse0aB15PIPWindowLookupO6window3pid0E2ID5frame5title20AccessibilitySupport15WindowUIElementVSgs5Int32V_s6UInt32VSo6CGRectVSSSgtFZ	static ComputerUse.ComputerUsePIPWindowLookup.window(pid: Swift.Int32, windowID: Swift.UInt32, frame: __C.CGRect, title: Swift.String?) -> AccessibilitySupport.WindowUIElement?
pip	D1	0000000100177e44	T	$s11ComputerUse0aB15PIPWindowLookupO7windows3pidSay20AccessibilitySupport15WindowUIElementVGs5Int32V_tFZ	static ComputerUse.ComputerUsePIPWindowLookup.windows(pid: Swift.Int32) -> [AccessibilitySupport.WindowUIElement]
pip	D1	0000000100177f18	T	$s11ComputerUse0aB15PIPWindowLookupO6window3pid0E2ID5frame5title10candidates20AccessibilitySupport15WindowUIElementVSgs5Int32V_s6UInt32VSo6CGRectVSSSgSayALGSgtFZ	static ComputerUse.ComputerUsePIPWindowLookup.window(pid: Swift.Int32, windowID: Swift.UInt32, frame: __C.CGRect, title: Swift.String?, candidates: [AccessibilitySupport.WindowUIElement]?) -> AccessibilitySupport.WindowUIElement?
pip	D1	0000000100178478	T	$s11ComputerUse0aB15PIPWindowLookupO15windowUIElement16bundleIdentifier0E2Id20AccessibilitySupport06WindowF0VSgSS_s6UInt32VtFZ	static ComputerUse.ComputerUsePIPWindowLookup.windowUIElement(bundleIdentifier: Swift.String, windowId: Swift.UInt32) -> AccessibilitySupport.WindowUIElement?
pip	D1	00000001001788ac	T	$s11ComputerUse0aB15PIPWindowLookupO7appIcon3pidSo7NSImageCs5Int32V_tFZ	static ComputerUse.ComputerUsePIPWindowLookup.appIcon(pid: Swift.Int32) -> __C.NSImage
pip	D1	000000010017c920	t	-[_TtC11ComputerUse28RemoteHostedPIPCaptureStream stream:didOutputSampleBuffer:ofType:]	-[ComputerUse.RemoteHostedPIPCaptureStream stream:didOutputSampleBuffer:ofType:]
pip	D1	000000010017c9a0	t	-[_TtC11ComputerUse28RemoteHostedPIPCaptureStream stream:didStopWithError:]	-[ComputerUse.RemoteHostedPIPCaptureStream stream:didStopWithError:]
pip	D1	000000010017ca00	t	-[_TtC11ComputerUse28RemoteHostedPIPCaptureStream init]	-[ComputerUse.RemoteHostedPIPCaptureStream init]
pip	D1	000000010017ca60	t	-[_TtC11ComputerUse28RemoteHostedPIPCaptureStream .cxx_destruct]	-[ComputerUse.RemoteHostedPIPCaptureStream .cxx_destruct]
pip	D1	000000010017de08	T	$s11ComputerUse30RemoteHostedPIPContentProducerCACyKcfC	ComputerUse.RemoteHostedPIPContentProducer.__allocating_init() throws -> ComputerUse.RemoteHostedPIPContentProducer
pip	D1	000000010017deac	T	$s11ComputerUse30RemoteHostedPIPContentProducerCACyKcfc	ComputerUse.RemoteHostedPIPContentProducer.init() throws -> ComputerUse.RemoteHostedPIPContentProducer
pip	D1	000000010017df80	T	$s11ComputerUse30RemoteHostedPIPContentProducerC11createFenceAA0cdeH0CSgyF	ComputerUse.RemoteHostedPIPContentProducer.createFence() -> ComputerUse.RemoteHostedPIPContentFence?
pip	D1	000000010017dfec	T	$s11ComputerUse30RemoteHostedPIPContentProducerC8setFenceyyAA0cdeH0CF	ComputerUse.RemoteHostedPIPContentProducer.setFence(ComputerUse.RemoteHostedPIPContentFence) -> ()
pip	D1	000000010017e004	T	$s11ComputerUse30RemoteHostedPIPContentProducerC10invalidateyyF	ComputerUse.RemoteHostedPIPContentProducer.invalidate() -> ()
pip	D1	000000010017e404	T	$s11ComputerUse31RemoteHostedPIPContentPublisherCACycfc	ComputerUse.RemoteHostedPIPContentPublisher.init() -> ComputerUse.RemoteHostedPIPContentPublisher
pip	D1	000000010017e560	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher init]	-[ComputerUse.RemoteHostedPIPContentPublisher init]
pip	D1	000000010017e5d8	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher dealloc]	-[ComputerUse.RemoteHostedPIPContentPublisher dealloc]
pip	D1	000000010017e648	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher .cxx_destruct]	-[ComputerUse.RemoteHostedPIPContentPublisher .cxx_destruct]
pip	D1	000000010017e6c0	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC5startyyF	ComputerUse.RemoteHostedPIPContentPublisher.start() -> ()
pip	D1	000000010017e8c4	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC19publishWindowStream8threadID04turnK006windowK0AA0cdeI0CSS_SSs6UInt32VtF	ComputerUse.RemoteHostedPIPContentPublisher.publishWindowStream(threadID: Swift.String, turnID: Swift.String, windowID: Swift.UInt32) -> ComputerUse.RemoteHostedPIPContentStream
pip	D1	000000010017eb50	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC25publishCheckerboardStream8threadID04turnK0AA0cdeI0CSS_SStF	ComputerUse.RemoteHostedPIPContentPublisher.publishCheckerboardStream(threadID: Swift.String, turnID: Swift.String) -> ComputerUse.RemoteHostedPIPContentStream
pip	D1	0000000100180240	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC03setaB14CursorLocation_8isActiveySo7CGPointV_SbtF	ComputerUse.RemoteHostedPIPContentPublisher.setComputerUseCursorLocation(_: __C.CGPoint, isActive: Swift.Bool) -> ()
pip	D1	0000000100183fdc	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC8listener_25shouldAcceptNewConnectionSbSo13NSXPCListenerC_So15NSXPCConnectionCtF	ComputerUse.RemoteHostedPIPContentPublisher.listener(_: __C.NSXPCListener, shouldAcceptNewConnection: __C.NSXPCConnection) -> Swift.Bool
pip	D1	0000000100184468	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher listener:shouldAcceptNewConnection:]	-[ComputerUse.RemoteHostedPIPContentPublisher listener:shouldAcceptNewConnection:]
pip	D1	00000001001844dc	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC7connect5replyyys5Error_pSgYbc_tF	ComputerUse.RemoteHostedPIPContentPublisher.connect(reply: @Sendable (Swift.Error?) -> ()) -> ()
pip	D1	0000000100184504	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher connectWithReply:]	-[ComputerUse.RemoteHostedPIPContentPublisher connectWithReply:]
pip	D1	000000010018457c	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC17setMaxDisplaySize_9withReplyySd_ys5Error_pSgYbctF	ComputerUse.RemoteHostedPIPContentPublisher.setMaxDisplaySize(_: Swift.Double, withReply: @Sendable (Swift.Error?) -> ()) -> ()
pip	D1	00000001001847ec	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher setMaxDisplaySize:withReply:]	-[ComputerUse.RemoteHostedPIPContentPublisher setMaxDisplaySize:withReply:]
pip	D1	00000001001849a0	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC13performAction18withPresentationID4kind0I5ReplyySS_SSys5Error_pSgYbctF	ComputerUse.RemoteHostedPIPContentPublisher.performAction(withPresentationID: Swift.String, kind: Swift.String, withReply: @Sendable (Swift.Error?) -> ()) -> ()
pip	D1	0000000100184c90	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher performActionWithPresentationID:kind:withReply:]	-[ComputerUse.RemoteHostedPIPContentPublisher performActionWithPresentationID:kind:withReply:]
pip	D1	0000000100184d60	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC12didEndStream18withPresentationID0J5ReplyySS_ys5Error_pSgYbctF	ComputerUse.RemoteHostedPIPContentPublisher.didEndStream(withPresentationID: Swift.String, withReply: @Sendable (Swift.Error?) -> ()) -> ()
pip	D1	0000000100185068	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher didEndStreamWithPresentationID:withReply:]	-[ComputerUse.RemoteHostedPIPContentPublisher didEndStreamWithPresentationID:withReply:]
pip	D1	0000000100185108	T	$s11ComputerUse31RemoteHostedPIPContentPublisherC19setPetLocationWithX_1y9available9withReplyySd_SdSbys5Error_pSgYbctF	ComputerUse.RemoteHostedPIPContentPublisher.setPetLocationWithX(_: Swift.Double, y: Swift.Double, available: Swift.Bool, withReply: @Sendable (Swift.Error?) -> ()) -> ()
pip	D1	0000000100185340	t	-[_TtC11ComputerUse31RemoteHostedPIPContentPublisher setPetLocationWithX:y:available:withReply:]	-[ComputerUse.RemoteHostedPIPContentPublisher setPetLocationWithX:y:available:withReply:]
pip	D1	000000010018ae88	T	$s11ComputerUse28RemoteHostedPIPContentStreamC07willEndF0yyF	ComputerUse.RemoteHostedPIPContentStream.willEndStream() -> ()
pip	D1	000000010018aedc	T	$s11ComputerUse28RemoteHostedPIPContentStreamC15noteInteractionyyF	ComputerUse.RemoteHostedPIPContentStream.noteInteraction() -> ()
pip	D1	000000010018cbc0	T	$s11ComputerUse28RemoteHostedPIPContentStreamC10invalidateyyF	ComputerUse.RemoteHostedPIPContentStream.invalidate() -> ()
pip	D2	0000000100f9d5f8	s	OBJC_CLASS_$__TtC11ComputerUse28RemoteHostedPIPCaptureStream	OBJC_CLASS_$_ComputerUse.RemoteHostedPIPCaptureStream
pip	D2	0000000100f9d6c8	S	OBJC_CLASS_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher	OBJC_CLASS_$_ComputerUse.RemoteHostedPIPContentPublisher
pip	D2	0000000100fa0f08	d	OBJC_METACLASS_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController	OBJC_METACLASS_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController
pip	D2	0000000100fa0f48	d	OBJC_CLASS_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController	OBJC_CLASS_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController
pip	D2	0000000100fab040	d	OBJC_METACLASS_$__TtC11ComputerUse28RemoteHostedPIPCaptureStream	OBJC_METACLASS_$_ComputerUse.RemoteHostedPIPCaptureStream
pip	D2	0000000100fab160	d	OBJC_METACLASS_$__TtC11ComputerUse35RemoteHostedPIPCheckerboardRenderer	OBJC_METACLASS_$_ComputerUse.RemoteHostedPIPCheckerboardRenderer
pip	D2	0000000100fab1a0	d	OBJC_CLASS_$__TtC11ComputerUse35RemoteHostedPIPCheckerboardRenderer	OBJC_CLASS_$_ComputerUse.RemoteHostedPIPCheckerboardRenderer
pip	D2	0000000100fab3d0	D	OBJC_METACLASS_$__TtC11ComputerUse31RemoteHostedPIPContentPublisher	OBJC_METACLASS_$_ComputerUse.RemoteHostedPIPContentPublisher
pip	D2	0000000100fab5d8	d	OBJC_METACLASS_$__TtC11ComputerUse37RemoteHostedPIPWindowGeometryObserver	OBJC_METACLASS_$_ComputerUse.RemoteHostedPIPWindowGeometryObserver
pip	D2	0000000100fab618	d	OBJC_CLASS_$__TtC11ComputerUse37RemoteHostedPIPWindowGeometryObserver	OBJC_CLASS_$_ComputerUse.RemoteHostedPIPWindowGeometryObserver
pip	D2	0000000100fab6d0	d	OBJC_METACLASS_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer	OBJC_METACLASS_$_ComputerUse.RemoteHostedPIPWindowRenderer
pip	D2	0000000100fab728	d	OBJC_CLASS_$__TtC11ComputerUse29RemoteHostedPIPWindowRenderer	OBJC_CLASS_$_ComputerUse.RemoteHostedPIPWindowRenderer
pip	D2	0010000000d15090	s	OBJC_IVAR_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController.publisher	OBJC_IVAR_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController with unmangled suffix ".publisher"
pip	D2	0010000000d15098	s	OBJC_IVAR_$__TtC18Codex_Computer_Use35CUAServiceRemoteHostedPIPController.activeTurn	OBJC_IVAR_$_Codex_Computer_Use.CUAServiceRemoteHostedPIPController with unmangled suffix ".activeTurn"
